idx,split,source_id,temperature,pressure,actual,predicted,residual
10881,test,56,220.0,54.40553072289573,60.34625494167142,57.64685692587045,2.6993980158009663
17152,test,88,250.0,39.82208645728133,49.7481031210956,45.743337165513175,4.004765955582428
19083,test,98,250.0,37.61596165168706,42.65692306613937,40.34181725900394,2.3151058071354313
7328,test,37,275.0,53.993434394044286,60.11738798049383,57.266112696143146,2.8512752843506846
15341,test,79,220.0,6.808294080929191,103.46447752928091,106.05869175372167,-2.594214224440762
15066,test,77,275.0,58.5235929318425,58.5236929318425,60.89318167343245,-2.3694887415899544
7855,test,40,250.0,35.95275878301702,35.95285878301702,38.44076855094887,-2.4879097679318463
5572,test,28,270.0,50.5777123117952,50.577812311795206,52.71401842064918,-2.136206108853976
9684,test,50,200.0,55.55659655047255,121.63578488730565,112.55903191612998,9.076752971175665
2635,test,13,270.0,34.88851471329639,47.03187393795967,44.94524862834913,2.0866253096105467
17161,test,88,255.0,39.130736675426434,51.78438378184348,46.9525572909029,4.831826490940578
16626,test,85,270.0,35.50908427781808,35.68789960785091,37.784395409908576,-2.0964958020576674
429,test,2,220.0,52.052734153333525,52.05283415333353,54.71158413963739,-2.65874998630386
7915,test,40,280.0,53.9750018258772,53.9751018258772,56.806772218143315,-2.831670392266112
10872,test,56,215.0,56.57837501919901,62.95378405246996,59.94758622016647,3.006197832303492
16010,test,82,260.0,38.03521832474871,46.53078781741753,44.294529667391224,2.236258150026309
6351,test,32,275.0,45.97426698366703,46.82091572266579,49.22615048386226,-2.405234761196475
15874,test,81,285.0,69.82678277932673,69.82688277932674,73.11403844716816,-3.287155667841418
12915,test,66,260.0,41.9015700090881,49.14705800409056,44.839427051323256,4.307630952767305
1951,test,10,215.0,52.87940456478824,90.76992482699112,93.31301909560983,-2.5430942686187166
5384,test,27,280.0,46.08853580014102,53.04243472245932,50.5795842480511,2.4628504744082207
13888,test,71,270.0,35.687799607850906,35.68789960785091,38.44768801828583,-2.759788410434922
15503,test,80,200.0,77.39099786438683,98.7203511040806,93.62335947242704,5.096991631653566
19087,test,98,255.0,25.72428127553995,45.00076717358254,42.85346188786129,2.147305285721245
5593,test,28,285.0,53.08317362824338,65.41110472162329,62.90359894564959,2.507505775973698
12589,test,64,295.0,72.95530549269691,72.95540549269691,76.73868816068745,-3.783282667990534
4072,test,21,210.0,46.542000679353336,130.85195443489903,124.0867132663056,6.765241168593434
6942,test,35,275.0,48.73355636442072,48.733656364420725,50.848817138771494,-2.1151607743507697
1099,test,5,265.0,35.28912109368331,35.28922109368332,37.348660489030884,-2.0594393953475674
559,test,2,285.0,68.66925553319804,68.66935553319804,71.45137160966706,-2.78201607646902
12639,test,65,220.0,43.62517934257887,43.62527934257887,45.64739552506457,-2.0221161824856964
3262,test,16,285.0,67.66093961523265,67.66103961523265,71.30515063609407,-3.6441110208614163
19086,test,98,255.0,23.31473303828463,45.00076717358254,42.693189600411614,2.3075775731709243
652,test,3,235.0,15.83722275552192,29.50271232799664,27.265379802778963,2.2373325252176777
1921,test,10,200.0,39.04752160524243,111.66569983019112,117.27075423077245,-5.605054400581338
7262,test,37,245.0,17.205436964454208,37.61906650086753,35.6398396244967,1.9792268763708307
9685,test,50,200.0,68.77241421783917,121.63578488730565,114.9563608940899,6.6794239932157495
12895,test,66,250.0,35.43554903646721,43.04604233656675,38.88503520509656,4.161007131470193
7874,test,40,260.0,38.50617405946563,40.08651781339735,42.07061371156258,-1.9840958981652292
15237,test,78,265.0,30.01618328321608,37.0230779730773,33.958714074492185,3.064363898585114
1927,test,10,205.0,14.616115630344584,103.52535819510304,105.55829482564177,-2.032936630538728
15513,test,80,205.0,72.24465621852924,91.88532545619428,87.89207919535804,3.9932462608362442
2625,test,13,265.0,30.383261080528925,43.38525149999008,40.74452273823289,2.6407287617571953
14058,test,72,260.0,45.51610587408862,45.51620587408863,47.855374215141076,-2.3391683410524493
10404,test,53,265.0,42.90102520324245,42.90112520324245,45.858783052780524,-2.957657849538073
15865,test,81,285.0,54.36660330189079,69.82688277932674,67.01162784512535,2.8152549342013913
17205,test,88,275.0,63.65899914112091,63.65909914112091,66.0984393973474,-2.439340256226494
12926,test,66,265.0,48.09896855639005,52.79212021193408,49.54505714855193,3.24706306338215
12373,test,63,290.0,66.98096323180475,78.24577010779991,75.66201119412865,2.583758913671261
18982,test,98,200.0,28.33649175726365,41.13550743877799,38.41634988184971,2.7191575569282804
9680,test,50,200.0,2.693325881006085,121.63578488730565,114.92914889571215,6.706635991593501
5032,test,26,200.0,42.90602600751176,42.906126007511766,46.09493966882185,-3.1888136613100855
12777,test,65,290.0,65.84159001950205,68.11487892290235,71.78344260396965,-3.6685636810672975
439,test,2,225.0,50.55777867085665,50.55787867085665,53.28846347220484,-2.7305848013481864
12579,test,64,290.0,67.07716083498761,67.07726083498761,70.05437152902412,-2.9771106940365115
17995,test,92,280.0,52.84541618936866,52.84551618936867,55.525101962141456,-2.679585772772789
14086,test,72,275.0,55.09507990020194,58.90990835811339,56.33732832506553,2.5725800330478634
12909,test,66,260.0,27.410794019083195,49.14705800409056,46.96848892100355,2.1785690830870124
6523,test,33,265.0,29.952976069539208,40.11509307771027,37.50235138311663,2.6127416945936375
536,test,2,275.0,54.26848700939082,61.21396459921971,58.80685112684485,2.40711347237486
15553,test,80,225.0,66.57065617437543,73.85249403377443,71.54923233585627,2.3032616979181597
17435,test,89,290.0,68.1300504828959,68.1301504828959,71.29086084050691,-3.160710357611009
