pool_idx,feed_id,feed_source,template_name,mixture_size,active_components,CO2,H2,Ar,N2,CH4,O2,CO,H2S
6,6,Random (Dirichlet),dirichlet,4,"CO2,H2,CO,H2S",0.95,0.0396821293215611,0.0,0.0,0.0,0.0,0.0060674813322302,0.0042503893462087
16,16,Random (Dirichlet),dirichlet,3,"CO2,CH4,H2S",0.95,0.0,0.0,0.0,0.0244546223288794,0.0,0.0,0.0255453776711206
24,24,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CO,H2S",0.97,3.428383788673941e-05,0.0,0.0015512801801052,0.0,0.0,0.0175802508151548,0.0108341851668532
30,30,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,N2,CH4,H2S",0.95,0.0012996078951248,0.0001862560281015,0.01739984842045,0.0076380402349125,0.0,0.0,0.0234762474214111
69,69,Random (Dirichlet),dirichlet,4,"CO2,Ar,O2,H2S",0.97,0.0,0.0155533331266141,0.0,0.0,0.0032822117346006,0.0,0.0111644551387852
76,76,Random (Dirichlet),dirichlet,5,"CO2,Ar,CH4,O2,CO",0.99,0.0,0.0011719562322701,0.0,0.007006062193188,0.0002149340145534,0.0016070475599884,0.0
82,82,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,CH4,O2,H2S",0.99,0.0010235293745407,0.0061310365245108,0.0,0.0009528262616248,0.0012342815323309,0.0,0.0006583263069926
90,90,Random (Dirichlet),dirichlet,4,"CO2,Ar,O2,H2S",0.97,0.0,0.0010938904619109,0.0,0.0,0.0206996511544411,0.0,0.0082064583836479
91,91,Random (Dirichlet),dirichlet,4,"CO2,Ar,N2,H2S",0.95,0.0,0.003098179225299,0.0117325497153703,0.0,0.0,0.0,0.0351692710593306
147,147,Random (Dirichlet),dirichlet,5,"CO2,Ar,N2,O2,H2S",0.99,0.0,0.0026983440188768,0.000570144491847,0.0,0.0046601815209024,0.0,0.0020713299683736
148,148,Random (Dirichlet),dirichlet,3,"CO2,Ar,O2",0.95,0.0,0.0049657357896607,0.0,0.0,0.0450342642103393,0.0,0.0
158,158,Random (Dirichlet),dirichlet,2,"CO2,H2",0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0
190,190,Random (Dirichlet),dirichlet,4,"CO2,N2,CH4,H2S",0.98,0.0,0.0,0.0009644955352412,0.0030134835790821,0.0,0.0,0.0160220208856765
217,217,Random (Dirichlet),dirichlet,5,"CO2,H2,CH4,CO,H2S",0.98,0.0010129517973992,0.0,0.0,0.0063361044228381,0.0,0.0103522063625117,0.0022987374172509
224,224,Random (Dirichlet),dirichlet,5,"CO2,Ar,CH4,O2,CO",0.95,0.0,0.0212420683374373,0.0,0.008047431446384,0.0053982833599274,0.0153122168562513,0.0
230,230,Random (Dirichlet),dirichlet,4,"CO2,Ar,CO,H2S",0.98,0.0,0.0050549751475694,0.0,0.0,0.0,0.0109876165879796,0.0039574082644509
268,268,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,O2,H2S",0.97,0.0046573529020563,0.0,0.001521737027672,0.0,0.0005707979090564,0.0,0.0232501121612151
269,269,Random (Dirichlet),dirichlet,4,"CO2,H2,Ar,O2",0.98,0.0073201371010489,0.0011001609190217,0.0,0.0,0.0115797019799293,0.0,0.0
272,272,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,CH4,CO",0.97,0.0046891524244909,0.0082788243477905,0.0,0.0007296350566691,0.0,0.0163023881710493,0.0
279,279,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,N2,O2,CO",0.97,0.0120657466771317,0.0087544240093818,0.0013619219142115,0.0,0.0043498110543591,0.0034680963449156,0.0
307,307,Random (Dirichlet),dirichlet,3,"CO2,Ar,CH4",0.96,0.0,0.0007729844196833,0.0,0.0392270155803166,0.0,0.0,0.0
327,327,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,CO,H2S",0.98,0.0026163809197928,0.003085824530763,0.0,0.0,0.0,0.0141472631447392,0.0001505314047047
348,348,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,CH4,O2,CO",0.98,0.0043890922061414,0.0005661727996897,0.0,0.0103325731786426,0.0036721270729789,0.001040034742547,0.0
353,353,Random (Dirichlet),dirichlet,3,"CO2,Ar,O2",0.99,0.0,0.0020267785992356,0.0,0.0,0.0079732214007643,0.0,0.0
367,367,Random (Dirichlet),dirichlet,4,"CO2,H2,Ar,CO",0.97,0.0106580221771309,0.0104431572704993,0.0,0.0,0.0,0.0088988205523697,0.0
417,417,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CH4,CO",0.97,0.0036550330288569,0.0,0.0109946780402443,0.0070211369283299,0.0,0.0083291520025687,0.0
443,443,Random (Dirichlet),dirichlet,6,"CO2,H2,N2,O2,CO,H2S",0.99,0.0004631555804842,0.0,0.0045526977661035,0.0,0.0013084815624168,0.0017820489554427,0.0018936161355526
445,445,Random (Dirichlet),dirichlet,4,"CO2,N2,O2,CO",0.98,0.0,0.0,0.0138098830546424,0.0,0.0016916750027475,0.00449844194261,0.0
446,446,Random (Dirichlet),dirichlet,5,"CO2,H2,CH4,O2,CO",0.99,0.0042017146440437,0.0,0.0,0.0019109872882583,0.001544780472171,0.0023425175955268,0.0
447,447,Random (Dirichlet),dirichlet,4,"CO2,H2,CH4,H2S",0.95,0.0254309334092771,0.0,0.0,0.0222364026326943,0.0,0.0,0.0023326639580284
450,450,Random (Dirichlet),dirichlet,4,"CO2,N2,O2,CO",0.96,0.0,0.0,0.0051841978988812,0.0,0.0198196570828169,0.0149961450183018,0.0
453,453,Random (Dirichlet),dirichlet,3,"CO2,Ar,O2",0.96,0.0,0.0184376739037159,0.0,0.0,0.021562326096284,0.0,0.0
465,465,Random (Dirichlet),dirichlet,4,"CO2,Ar,N2,O2",0.97,0.0,0.0047922006677024,0.0025903574091591,0.0,0.0226174419231383,0.0,0.0
471,471,Random (Dirichlet),dirichlet,4,"CO2,H2,O2,H2S",0.96,0.0124486085154504,0.0,0.0,0.0,0.0104452144706981,0.0,0.0171061770138514
493,493,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,N2,O2,H2S",0.95,0.0047197710961127,0.0119410421409621,0.0017200391114678,0.0,0.0188256714962932,0.0,0.012793476155164
501,501,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,N2,CH4,H2S",0.97,0.0113139452480504,0.0003053034103491,0.0010678612946124,0.016534463636441,0.0,0.0,0.000778426410547
504,504,Random (Dirichlet),dirichlet,6,"CO2,Ar,N2,CH4,O2,CO",0.99,0.0,0.0006992888348737,0.0051728505207513,0.0014432124229067,0.0013042999875089,0.0013803482339592,0.0
