idx,split,source_id,temperature,pressure,actual,predicted,residual
15341,test,79,220.0,6.808294080929191,103.46447752928091,51.94292900100305,51.52154852827786
7748,test,40,200.0,7.242060747707541,44.01676765723131,16.464449646746353,27.55231801048496
382,test,2,200.0,16.32640740308767,64.01433936347522,31.716157389478504,32.29818197399671
9684,test,50,200.0,55.55659655047255,121.63578488730565,63.027231450938054,58.60855343636759
8146,test,42,205.0,15.605195860990046,112.5710137130004,48.11247777524256,64.45853593775783
7373,test,38,205.0,30.42306398030533,84.33985717016623,48.44886814947501,35.890989020691215
4648,test,24,205.0,23.62972549951982,94.26307186109342,43.27349462655929,50.98957723453413
7381,test,38,210.0,12.644119220663304,78.80766682383135,39.283643373971195,39.52402344986016
15332,test,79,215.0,5.517149797814487,110.06204241609834,50.27870712291284,59.783335293185495
9727,test,50,225.0,15.601296648346215,75.23258536132715,44.992633829714926,30.239951531612228
4072,test,21,210.0,46.542000679353336,130.85195443489903,72.0067524523854,58.84520198251363
19166,test,99,200.0,2.6802950720210865,89.30702177971847,29.433474712407197,59.87354706731127
1921,test,10,200.0,39.04752160524243,111.66569983019112,59.85867075485107,51.80702907534005
9685,test,50,200.0,68.77241421783917,121.63578488730565,70.53217765691028,51.10360723039537
8173,test,42,220.0,6.768823500172809,90.296559371133,45.887549553804384,44.40900981732862
1927,test,10,205.0,14.616115630344584,103.52535819510304,46.915672646237404,56.609685548865635
4126,test,21,240.0,14.24203006517389,85.89490604072213,59.250444889563546,26.644461151158588
9697,test,50,210.0,4.3415979644527605,96.54171462420372,35.80548480076988,60.73622982343384
8542,test,44,210.0,4.373282703498082,76.56247843759083,33.83930909117789,42.72316934641294
4683,test,24,225.0,8.165868752488025,68.07544235271207,38.215988789955055,29.859453562757018
7384,test,38,210.0,37.45541207185132,78.80766682383135,53.37338211277876,25.43428471105259
9680,test,50,200.0,2.693325881006085,121.63578488730565,33.00744662668621,88.62833826061944
3115,test,16,215.0,18.032919634760106,62.28662755105034,37.12664278897109,25.159984762079247
15376,test,79,240.0,14.39277504443449,85.82059479384482,59.974021918713625,25.846572875131194
15499,test,80,200.0,34.732491384999314,98.7203511040806,54.05330994020124,44.66704116387937
1957,test,10,220.0,15.589397297502902,85.84758495835386,50.26141191099061,35.58617304736325
4053,test,21,200.0,2.719736032414056,162.87531207850523,45.2591143782085,117.61619770029674
4663,test,24,215.0,5.423907499879186,78.13134725799569,34.79687074110371,43.334476516891975
8193,test,42,230.0,10.00631163563095,81.06670070294284,49.588065446768674,31.478635256174165
12195,test,63,200.0,25.3342438451054,70.49680581582076,40.90249673109208,29.594309084728685
4650,test,24,205.0,53.90111679733708,94.26307186109342,60.46389245068347,33.799179410409955
4080,test,21,215.0,18.098482764994543,119.12173194698096,56.78537210263216,62.3363598443488
15324,test,79,210.0,17.01474720459659,117.7543730313632,55.87690523622183,61.87746779514137
9709,test,50,215.0,32.85164052950809,87.73065796055899,52.92666685624193,34.803991104317056
15500,test,80,200.0,45.3971180048462,98.7203511040806,60.10949587622074,38.610855227859865
4108,test,21,230.0,19.44103052049462,95.20219606395544,60.340808731221905,34.861387332733536
4062,test,21,205.0,3.476657721922121,145.20398553252895,46.61996404506096,98.584021487468
8175,test,42,220.0,25.33052036038618,90.296559371133,56.42829246782737,33.86826690330563
4079,test,21,215.0,5.470589117246241,119.12173194698096,49.61429386064123,69.50743808633973
15520,test,80,210.0,40.72717048557595,86.10863407234915,59.31956852089858,26.78906555145057
7380,test,38,210.0,4.373688270267297,78.80766682383135,34.58706379457039,44.220603029260964
15536,test,80,220.0,14.627746274380227,77.1884664847859,46.36035479619813,30.828111688587775
4088,test,21,220.0,18.16534330724523,109.50566556983412,57.75435257768567,51.75131299214845
15315,test,79,205.0,3.502794465671043,126.70738967700592,47.27277904295793,79.434610634048
4638,test,24,200.0,25.5619025171185,105.58327192678914,43.43971968536986,62.14355224141928
7393,test,38,215.0,28.35997620859932,74.1686190056508,49.13931398513984,25.029305020510954
7364,test,38,200.0,22.30767494814232,90.90242787818931,42.9093211854858,47.99310669270351
10865,test,56,215.0,11.951211786302398,62.95378405246996,36.616104718350535,26.33767933411943
8149,test,42,205.0,64.08805478699523,112.5710137130004,75.64473172397607,36.92628198902433
15310,test,79,200.0,47.537700556788366,137.13583353064735,71.34813517318395,65.7876983574634
9718,test,50,220.0,23.132680246602344,80.73914492116846,48.33851415022833,32.40063077094013
8150,test,42,205.0,76.20876951849652,112.5710137130004,82.52779521083204,30.043218502168358
9701,test,50,210.0,45.31938314656431,96.54171462420372,59.07578718957971,37.465927434624014
12603,test,65,205.0,20.323906651438826,54.14479626475647,29.15195607736991,24.992840187386562
8536,test,44,205.0,29.55804250600193,81.74534932329848,47.210118788152734,34.53523053514575
14329,test,74,200.0,2.6801601367425514,49.78862104755305,18.59698250215201,31.19163854540104
392,test,2,205.0,16.019322398284274,59.99733128950037,32.472783147939374,27.524548141561
15367,test,79,235.0,12.085116051450116,89.08184695693701,57.732545692425866,31.349301264511148
15309,test,79,200.0,32.60469506114519,137.13583353064735,62.86803914294583,74.26779438770151
4070,test,21,210.0,18.43871609417144,130.85195443489903,56.04757048336496,74.80438395153408
380,test,2,200.0,2.70131255726266,64.01433936347522,23.97879248013823,40.035546883336984
8159,test,42,210.0,59.611222150844576,103.78162397351367,74.03345770840616,29.748166265107514
4082,test,21,215.0,43.354270060491146,119.12173194698096,71.12752858648383,47.994203360497124
12220,test,63,215.0,5.543882443503579,58.350216521490815,32.45706058783782,25.89315593365299
19182,test,99,210.0,4.3261057092311646,77.15926477070548,32.23011509045825,44.92914968024723
3096,test,16,205.0,25.82816384116104,70.63758179697916,39.69135125164997,30.946230545329193
8562,test,44,220.0,13.609730450505342,68.64340827321992,40.94649041407292,27.696917859147
12203,test,63,205.0,17.283855537913734,65.45524431309865,37.26188607150261,28.193358241596037
15308,test,79,200.0,17.671689565502028,137.13583353064735,54.38794311250313,82.74789041814421
7747,test,40,200.0,2.645234884017069,44.01676765723131,13.854022377228667,30.162745280002646
7374,test,38,205.0,39.40917951194881,84.33985717016623,53.551867855062206,30.78798931510402
4074,test,21,210.0,74.64528526453523,130.85195443489903,87.96593442179753,42.8860200131015
7375,test,38,205.0,48.39529504359229,84.33985717016623,58.654867560701526,25.6849896094647
8525,val,44,200.0,21.640026868345984,87.89866523585707,41.78265544584605,46.11600979001101
8137,val,42,200.0,16.099004835021546,123.09198627249523,47.46188808477127,75.63009818772397
9708,val,50,215.0,23.70515429099961,87.73065796055899,47.73259646834169,39.998061492217296
4066,val,21,205.0,97.9614762623267,145.20398553252895,100.27562866508782,44.928356867441124
14339,val,74,205.0,3.4271657222283074,46.66321492942646,19.952201051312905,26.711013878113555
