idx,split,source_id,temperature,pressure,actual,predicted,residual
9120,test,47,205.0,27.147421759276167,16.04161308703526,16.564283210555708,-0.5226701235204487
15409,test,79,255.0,42.20037333541607,7.676977458656413,7.431798035904993,0.2451794227514199
5462,test,28,215.0,20.32126020557784,14.865937756942106,15.321818760895088,-0.4558810039529817
12061,test,62,225.0,19.268455972848983,12.838199659711035,13.19132599859318,-0.35312633888214506
4892,test,25,225.0,22.0560562820895,12.598600523415373,12.910348734595615,-0.31174821118024276
8534,test,44,205.0,12.162306900236416,20.2449160201958,19.860572486011712,0.3843435341840866
15340,test,79,215.0,110.06194241609832,14.422657100587806,14.906450466168405,-0.48379336558059904
3869,test,20,200.0,7.82205027698192,19.74261988946796,20.17985494187904,-0.4372350524110793
1950,test,10,215.0,43.40679949923752,16.078966969019735,16.318468247063844,-0.23950127804410926
9515,test,49,215.0,21.717238611881392,16.542049199729313,16.2922746956787,0.2497745040506132
8544,test,44,210.0,20.415303977740912,18.516083576601744,18.18845965109824,0.32762392550350583
15505,test,80,200.0,98.7202511040806,16.976981485923936,17.516460653239395,-0.5394791673154593
4068,test,21,205.0,145.20388553252897,16.262405303049196,17.350214304623556,-1.0878090015743602
11430,test,59,200.0,20.204543176097268,18.260396415324507,17.99540794726841,0.2649884680560959
12797,test,66,200.0,28.92996074388387,17.6170087198221,17.853081388132125,-0.23607266831002605
7393,test,38,215.0,28.35997620859932,16.80878675975421,16.542379080409656,0.2664076793445531
7828,test,40,240.0,18.208923128957604,11.882088172179504,11.530395859648253,0.35169231253125055
4084,test,21,215.0,68.61005735598775,16.02760048233323,15.744706448667669,0.28289403366556165
15314,test,79,200.0,137.13573353064737,17.080172699152488,18.06112224221966,-0.9809495430671724
1160,test,6,205.0,7.407205440942608,20.47331973161689,20.122081069654506,0.35123866196238396
3912,test,20,220.0,14.983557351619824,14.305396254558278,14.629140162574606,-0.32374390801632735
16906,test,87,220.0,15.337842775799096,14.460505383614796,14.745441036566454,-0.284935652951658
16866,test,87,200.0,10.054374828278815,18.942449000235783,19.30757713942546,-0.3651281391896788
5490,test,28,230.0,21.88856909601665,12.212341451275622,12.453166568578844,-0.2408251173032223
8157,test,42,210.0,37.52607123951001,17.89992652406232,17.565079929242287,0.3348465948200321
12319,test,63,260.0,57.74618420492328,5.445620396012212,5.725700783839867,-0.2800803878276543
5428,test,28,200.0,10.875054198660898,19.68599597203584,20.0573363444899,-0.3713403724540605
17090,test,88,220.0,23.96136723807637,14.828812325842296,14.59617868624523,0.23263363959706673
5860,test,30,225.0,15.547904989111714,13.283118592452926,13.620182583956373,-0.337063991503447
7798,test,40,225.0,13.662301472699394,15.610379997838296,15.275995315335058,0.33438468250323794
19194,test,99,215.0,20.29478294041389,17.87412213055466,17.635490520559134,0.2386316099955259
16885,test,87,210.0,11.373904847612078,17.053102203291797,17.424202315249207,-0.37110011195741066
19222,test,99,230.0,15.704249420623867,14.317639729746263,14.023468336673682,0.2941713930725811
10272,test,53,200.0,17.17034136163631,18.439642138611006,18.834680523323996,-0.3950383847129899
3880,test,20,205.0,9.552108399653074,18.22510737672254,18.4797623961734,-0.25465501945085833
13398,test,69,215.0,19.90694635368928,14.685620793570305,14.973925777223455,-0.28830498365315016
11428,test,59,200.0,15.2139778467711,19.385651813552105,19.151317742205805,0.23433407134630002
14008,test,72,235.0,31.22358567209691,10.290837440165603,10.546584198047032,-0.255746757881429
604,test,3,210.0,13.22967559239559,17.962246564726122,17.727042091482076,0.23520447324404614
15734,test,81,215.0,21.640972027966303,14.500593780759711,15.064124511515702,-0.5635307307559909
13587,test,70,215.0,16.117855832324814,16.30169446925606,16.844345827768024,-0.5426513585119643
13001,test,67,210.0,8.968049121467562,18.348336271584493,18.117600919860152,0.23073535172434134
16897,test,87,215.0,14.795582115262002,15.27512421740394,15.616972110487485,-0.34184789308354446
10871,test,56,215.0,50.20306598592806,14.505964397632304,14.810784912814011,-0.3048205151817065
19244,test,99,240.0,29.105966822422435,11.542050579556598,11.23115781492492,0.3108927646316779
12704,test,65,255.0,31.870963029798844,7.969182370436013,7.716278744780941,0.2529036256550725
