pool_idx,feed_id,feed_source,template_name,mixture_size,active_components,CO2,H2,Ar,N2,CH4,O2,CO,H2S
41,41,Random (Dirichlet),dirichlet,4,"CO2,N2,CH4,CO",0.98,0.0,0.0,0.0089940785926547,0.0060621099000732,0.0,0.004943811507272,0.0
56,56,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CH4,H2S",0.99,0.0016937129747469,0.0,0.0007737458375916,0.0047764419611871,0.0,0.0,0.0027560992264742
61,61,Random (Dirichlet),dirichlet,6,"CO2,H2,N2,CH4,O2,H2S",0.95,0.0092768975258644,0.0,0.0033978810510511,0.010893107447781,0.0125259586762936,0.0,0.0139061552990096
82,82,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,CH4,O2,H2S",0.99,0.0010235293745407,0.0061310365245108,0.0,0.0009528262616248,0.0012342815323309,0.0,0.0006583263069926
120,120,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,CH4,O2,CO",0.98,0.0015088506029907,0.0105464376522725,0.0,0.0039417469693703,0.0029379432692995,0.0010650215060667,0.0
126,126,Random (Dirichlet),dirichlet,6,"CO2,N2,CH4,O2,CO,H2S",0.98,0.0,0.0,0.0044639751415362,0.0049327654770814,0.0027319501221252,0.0051012657009837,0.0027700435582732
154,154,Random (Dirichlet),dirichlet,3,"CO2,CO,H2S",0.97,0.0,0.0,0.0,0.0,0.0,0.0204411455325649,0.009558854467435
158,158,Random (Dirichlet),dirichlet,2,"CO2,H2",0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0
162,162,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,N2,H2S",0.95,0.0088215106670818,0.0200932929622532,0.0168138805062303,0.0,0.0,0.0,0.0042713158644346
184,184,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CO,H2S",0.98,0.0025766177771444,0.0,0.0061529595730567,0.0,0.0,0.0106286524154021,0.0006417702343966
192,192,Random (Dirichlet),dirichlet,8,"CO2,H2,Ar,N2,CH4,O2,CO,H2S",0.97,0.0001428553526089,0.0042660405670678,0.0075826476073531,0.005066123029734,0.0027204022509562,0.0054025487932317,0.0048193823990479
201,201,Random (Dirichlet),dirichlet,3,"CO2,CO,H2S",0.99,0.0,0.0,0.0,0.0,0.0,0.0037650724722949,0.006234927527705
233,233,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,O2,CO",0.96,0.008576304559135,0.0,0.0077927209701215,0.0,0.0225896086677813,0.001041365802962,0.0
245,245,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CO,H2S",0.99,0.0046538555863012,0.0,0.004455140503368,0.0,0.0,0.0002893745962519,0.0006016293140787
306,306,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,CH4,O2,CO",0.97,0.0078089602349133,0.0001649743028315,0.0,0.004533972085745,0.0039082010057951,0.0135838923707148,0.0
313,313,Random (Dirichlet),dirichlet,6,"CO2,Ar,N2,O2,CO,H2S",0.95,0.0,0.0076833849626933,0.0037682377310145,0.0,0.0110770683333268,0.0221720345136285,0.0052992744593367
346,346,Random (Dirichlet),dirichlet,6,"CO2,H2,CH4,O2,CO,H2S",0.95,0.0095906696502908,0.0,0.0,0.0115467996537851,0.0059621815168093,0.0003233359952384,0.0225770131838762
352,352,Random (Dirichlet),dirichlet,3,"CO2,O2,CO",0.99,0.0,0.0,0.0,0.0,0.0046163550148353,0.0053836449851646,0.0
358,358,Random (Dirichlet),dirichlet,3,"CO2,H2,CH4",0.96,0.0002916258773882,0.0,0.0,0.0397083741226118,0.0,0.0,0.0
360,360,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,O2,CO",0.96,0.0275358996261424,0.0011104343756625,0.0,0.0,0.0040372606423782,0.0073164053558167,0.0
362,362,Random (Dirichlet),dirichlet,4,"CO2,H2,Ar,H2S",0.97,0.0117241372487863,0.0093173385375521,0.0,0.0,0.0,0.0,0.0089585242136614
390,390,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,O2,CO,H2S",0.97,0.0002897304585838,0.0004007466803407,0.0,0.0,0.0131826883009148,0.0159222843027494,0.000204550257411
398,398,Random (Dirichlet),dirichlet,2,"CO2,Ar",0.96,0.0,0.04,0.0,0.0,0.0,0.0,0.0
400,400,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,N2,CH4,H2S",0.98,0.0065069832308487,0.0061663552098745,0.004480661302347,6.318354375418497e-05,0.0,0.0,0.0027828167131755
435,435,Random (Dirichlet),dirichlet,6,"CO2,H2,CH4,O2,CO,H2S",0.97,0.0012255554325311,0.0,0.0,0.0129981399141889,0.0104015355244668,0.0001219910057561,0.0052527781230569
448,448,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,N2,CH4,H2S",0.98,0.0080968882967515,0.0001164070068461,0.0035557158492561,0.001769505129756,0.0,0.0,0.0064614837173901
466,466,Random (Dirichlet),dirichlet,5,"CO2,Ar,O2,CO,H2S",0.99,0.0,0.0005405088857866,0.0,0.0,0.003570208243796,0.0027396570290996,0.0031496258413177
473,473,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CH4,O2",0.95,0.0068039544031892,0.0,0.0106875013188689,0.0264529469557182,0.0060555973222236,0.0,0.0
496,496,Random (Dirichlet),dirichlet,8,"CO2,H2,Ar,N2,CH4,O2,CO,H2S",0.98,0.0033712865547523,0.0022213054981956,0.0034314856975934,0.0026948629058792,0.005949499044458,0.0016704733342349,0.0006610869648862
516,516,Random (Dirichlet),dirichlet,4,"CO2,H2,N2,CO",0.97,0.0044352379517316,0.0,0.013754656295876,0.0,0.0,0.0118101057523923,0.0
519,519,Random (Dirichlet),dirichlet,3,"CO2,H2,O2",0.95,0.0236605666279053,0.0,0.0,0.0,0.0263394333720946,0.0,0.0
532,532,Random (Dirichlet),dirichlet,7,"CO2,H2,N2,CH4,O2,CO,H2S",0.96,0.0026079144037181,0.0,0.0003125786028736,0.0028901697460667,0.0088183479393977,0.0189947696991081,0.0063762196088357
575,575,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,CH4,O2,H2S",0.99,0.0017919259061935,0.005334439464096,0.0,0.0008169343501626,0.0015895060398173,0.0,0.0004671942397304
577,577,Random (Dirichlet),dirichlet,3,"CO2,Ar,CH4",0.97,0.0,6.950688979860908e-05,0.0,0.0299304931102014,0.0,0.0,0.0
602,602,Random (Dirichlet),dirichlet,2,"CO2,H2",0.97,0.03,0.0,0.0,0.0,0.0,0.0,0.0
630,630,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,CH4,H2S",0.97,0.0169229234737884,0.000233184519636,0.0,0.0070235296413753,0.0,0.0,0.0058203623652001
645,645,Random (Dirichlet),dirichlet,7,"CO2,H2,Ar,N2,CH4,CO,H2S",0.95,0.0051106827779268,0.0187669580526889,0.0120440698989907,6.304458459521932e-05,0.0,0.0072968997330497,0.0067183449527484
649,649,Random (Dirichlet),dirichlet,5,"CO2,Ar,CH4,O2,CO",0.96,0.0,0.0032083425413559,0.0,0.0044036545574087,0.0133830495774833,0.0190049533237519,0.0
690,690,Random (Dirichlet),dirichlet,3,"CO2,H2,O2",0.95,0.0066177631519402,0.0,0.0,0.0,0.0433822368480597,0.0,0.0
700,700,Systematic,systematic_grid,4,"CO2,H2,Ar,N2",0.96,0.0,0.02,0.02,0.0,0.0,0.0,0.0
712,712,Systematic,systematic_grid,4,"CO2,H2,N2,O2",0.98,0.01,0.0,0.0,0.0,0.01,0.0,0.0
721,721,Systematic,systematic_grid,3,"CO2,H2,CH4",0.96,0.01,0.0,0.0,0.03,0.0,0.0,0.0
728,728,Systematic,systematic_grid,4,"CO2,H2,N2,H2S",0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.01
748,748,Systematic,systematic_grid,4,"CO2,N2,O2,CO",0.95,0.0,0.0,0.04,0.0,0.0,0.01,0.0
751,751,Systematic,systematic_grid,4,"CO2,N2,CH4,CO",0.97,0.0,0.0,0.01,0.01,0.0,0.01,0.0
765,765,Systematic,systematic_grid,3,"CO2,Ar,O2",0.95,0.0,0.04,0.0,0.0,0.01,0.0,0.0
793,793,Systematic,systematic_grid,3,"CO2,H2,CO",0.96,0.01,0.0,0.0,0.0,0.0,0.03,0.0
818,818,Systematic,systematic_grid,4,"CO2,H2,CH4,O2",0.95,0.0,0.0,0.0,0.04,0.01,0.0,0.0
843,843,Systematic,systematic_grid,4,"CO2,H2,N2,H2S",0.96,0.0,0.0,0.04,0.0,0.0,0.0,0.0
855,855,Systematic,systematic_grid,2,"CO2,N2",0.99,0.0,0.0,0.01,0.0,0.0,0.0,0.0
858,858,Systematic,systematic_grid,4,"CO2,N2,O2,CO",0.96,0.0,0.0,0.03,0.0,0.01,0.0,0.0
875,875,Systematic,systematic_grid,4,"CO2,H2,Ar,H2S",0.95,0.04,0.01,0.0,0.0,0.0,0.0,0.0
884,884,Systematic,systematic_grid,3,"CO2,H2,CO",0.96,0.04,0.0,0.0,0.0,0.0,0.0,0.0
888,888,Systematic,systematic_grid,4,"CO2,H2,Ar,O2",0.95,0.0,0.01,0.0,0.0,0.04,0.0,0.0
905,905,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.97,6.265537650318865e-05,0.0285886351296826,0.0001858711277615,0.0011065971244687,5.212097707131731e-06,2.951252010073748e-06,4.807789186663244e-05
930,930,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.95,0.0378309882118885,0.0081019030028854,0.0034301175896896,0.0005530691562297,8.979496650923502e-06,3.203129353105389e-05,4.291124912458702e-05
946,946,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.99,0.0037135573764662,0.0014376640946715,0.002922167679969,0.0017858975928066,1.35376677434442e-05,0.0001230928074977,4.082780845438312e-06
976,976,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.98,0.0011673969156,0.0021816886651262,0.0057845214950256,0.01083328948439,6.196655517119893e-06,2.309143466968711e-05,3.815349671301849e-06
981,981,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.99,0.0034640767838223,0.0002276615983761,0.0008210444130987,0.0054263745391744,7.727629658400094e-06,2.86663435560114e-05,2.4448692313931295e-05
999,999,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.99,0.0033533502926244,0.0008880609732679,0.0046096872967784,0.0010317773657774,4.494669165378248e-06,1.685590101278256e-05,9.577350137353684e-05
